slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,keep_ids,exclude_ids,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn,white_thresh,black_thresh
slide_0.tiff,0,processed,5,8,7,4,False,none,none,100.0,16.0,8,5,250,True,four_pt,5,40
